CNPJ emit.;Emitente;No.;Data Emissão;Valor NF;Data Registro;Créditos;Situação do Crédito
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134668;14/10/2018;7,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134669;14/10/2018;16,38;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134670;14/10/2018;9,35;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134671;14/10/2018;10,65;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134672;14/10/2018;22,34;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134673;14/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134674;14/10/2018;8,85;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134675;14/10/2018;21,2;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134686;14/10/2018;22,3;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134687;14/10/2018;20,85;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134688;14/10/2018;8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134689;14/10/2018;8,49;17/12/2018;0,01;Liberado
05.546.363/0001-40;CASUALE ALIMENTOS EIRELI;66244;13/10/2018;171,4;13/10/2018;257;Liberado
61.585.865/1278-10;RAIA DROGASIL S A;504;13/10/2018;152,19;13/10/2018;4,78;Liberado
47.508.411/1697-38;COMPANHIA BRASILEIRA DE DISTRIBUICAO;38325;13/10/2018;221,15;13/10/2018;0;Liberado
53.966.834/0064-04;T N G COMERCIO DE ROUPAS LTDA;18792;13/10/2018;89,99;13/10/2018;23,41;Liberado
48.851.273/0001-76;RECANTO DA PAMONHA LTDA;27886;13/10/2018;60,8;13/10/2018;1,32;Liberado
33.014.556/0238-03;LOJAS AMERICANAS S A;14854;13/10/2018;25,93;13/10/2018;0;Liberado
27.157.255/0001-19;PIASTRA CALDA LANCHONETE EIRELI ME;82325;13/10/2018;66;13/10/2018;1,37;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;719;13/10/2018;100;13/10/2018;0,16;Liberado
43.215.847/0001-04;CASA DE BISCOITOS VILA MARIANA LTDA;37375;13/10/2018;75,2;13/10/2018;3,25;Liberado
04.126.722/0002-29;A M A COMERCIO DE ALIMENTOS LTDA;84556;13/10/2018;56;13/10/2018;7,79;Liberado
04.126.722/0002-29;A M A COMERCIO DE ALIMENTOS LTDA;84544;13/10/2018;56;13/10/2018;7,79;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;716;13/10/2018;120;13/10/2018;0,19;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;715;13/10/2018;300;13/10/2018;0,49;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;714;13/10/2018;260;13/10/2018;0,42;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;712;13/10/2018;80;13/10/2018;0,13;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;710;13/10/2018;130;13/10/2018;0,21;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;711;13/10/2018;90;13/10/2018;0,14;Liberado
06.057.223/0292-34;SENDAS DISTRIBUIDORA S A;106102;13/10/2018;254,24;13/10/2018;0;Liberado
69.029.171/0001-40;LUIS ANTONIO BORASCHI ME;952;13/10/2018;102,36;13/10/2018;8,76;Liberado
52.504.024/0003-43;SUPERMERCADO PIERIM LTDA;11869;13/10/2018;125,17;13/10/2018;2,76;Liberado
08.263.086/0001-57;GARDINI e GARDINI MERCEARIA E EMPORIO LTDA;112280;13/10/2018;165,5;13/10/2018;30,03;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;153812;13/10/2018;91,88;13/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32428;13/10/2018;332,57;13/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32429;13/10/2018;522,41;13/10/2018;0;Liberado
61.585.865/0225-54;RAIA DROGASIL S A;7489;13/10/2018;26,75;13/10/2018;2,46;Liberado
47.508.411/0181-01;ECIA BRASILEIRA DE DISTRIBUICAO F;831856;13/10/2018;103,17;14/10/2018;0;Liberado
47.508.411/1772-42;COMPANHIA BRASILEIRA DE DISTRIBUICAO;791783;13/10/2018;157,28;14/10/2018;0;Liberado
09.492.238/0001-56;RECANTO DOCE DELIVERY LTDA - EP;362301;13/10/2018;23,53;15/10/2018;16,64;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134368;13/10/2018;15,8;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134369;13/10/2018;17,22;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134370;13/10/2018;9,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134372;13/10/2018;18,06;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134374;13/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134375;13/10/2018;7,65;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134376;13/10/2018;3,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134377;13/10/2018;3,95;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134379;13/10/2018;10,85;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134380;13/10/2018;12,68;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134381;13/10/2018;6,54;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134420;13/10/2018;2,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134421;13/10/2018;5,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134422;13/10/2018;9,99;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134423;13/10/2018;7,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134424;13/10/2018;21;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134425;13/10/2018;2,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134426;13/10/2018;35,55;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134427;13/10/2018;10,65;17/12/2018;0,01;Liberado
61.585.865/1093-23;RAIADROGASIL S.A.;553725;13/10/2018;37,82;09/11/2018;3,23;Liberado
43.559.079/0006-02;Supermercados Bergamini Ltda;385689;13/10/2018;333,89;16/10/2018;28,09;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134428;13/10/2018;8,4;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134429;13/10/2018;7,1;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134430;13/10/2018;2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134431;13/10/2018;4,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134432;13/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134433;13/10/2018;4,85;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134440;13/10/2018;6;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134441;13/10/2018;28,13;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134474;13/10/2018;20,05;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134475;13/10/2018;8,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134476;13/10/2018;1,9;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134477;13/10/2018;2,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134478;13/10/2018;5,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134479;13/10/2018;8,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134481;13/10/2018;5,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134482;13/10/2018;57,65;17/12/2018;0,08;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134483;13/10/2018;4,3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134484;13/10/2018;2,25;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134485;13/10/2018;8,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134488;13/10/2018;12,55;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134491;13/10/2018;33,04;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134492;13/10/2018;24,45;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134502;13/10/2018;2,85;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134504;13/10/2018;27,64;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134505;13/10/2018;9,05;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134506;13/10/2018;15,2;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134507;13/10/2018;5,25;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134508;13/10/2018;5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134509;13/10/2018;8,5;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134510;13/10/2018;27,85;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134529;13/10/2018;19,7;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134530;13/10/2018;10,79;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134533;13/10/2018;5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134534;13/10/2018;3,95;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134535;13/10/2018;5,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134537;13/10/2018;2,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134541;13/10/2018;5,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134542;13/10/2018;15,98;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134544;13/10/2018;9,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134551;13/10/2018;3,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134552;13/10/2018;16,14;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134553;13/10/2018;15,17;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134554;13/10/2018;7,67;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134555;13/10/2018;6,75;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134557;13/10/2018;6,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134559;13/10/2018;22,22;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134560;13/10/2018;10,04;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134561;13/10/2018;13,66;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134562;13/10/2018;7,43;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134563;13/10/2018;27,8;17/12/2018;0,04;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134564;13/10/2018;32,35;17/12/2018;0,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134578;13/10/2018;7,7;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134579;13/10/2018;13,55;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134580;13/10/2018;6,7;17/12/2018;0,01;Liberado
61.585.865/0722-25;RAIA DROGASIL S A;2832;12/10/2018;21,99;13/10/2018;3,4;Liberado
13.574.594/0716-11;BK BRASIL OPERACAO E ASSESSORIA A RESTAURANTES S ;53434;12/10/2018;57,4;13/10/2018;0,41;Liberado
43.708.379/0011-73;FAST SHOP S.A.;17186;12/10/2018;179;12/10/2018;0;Liberado
47.508.411/1697-38;COMPANHIA BRASILEIRA DE DISTRIBUICAO;60647;12/10/2018;14,44;13/10/2018;0;Liberado
45.842.622/0137-79;VALDAC LTDA;12789;12/10/2018;119,8;13/10/2018;0;Liberado
07.165.375/0001-50;FEDERZONI SERPA COMERCIO DE ALIMENTOS LTDA;405073;12/10/2018;172,62;13/10/2018;165,46;Liberado
53.966.834/0064-04;T N G COMERCIO DE ROUPAS LTDA;18762;12/10/2018;419,96;13/10/2018;109,25;Liberado
61.412.110/0389-85;DROGARIA SAO PAULO S A;120421;12/10/2018;52,13;12/10/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;703;12/10/2018;70;12/10/2018;0,11;Liberado
42.591.651/0138-06;ARCOS DOURADOS COMERCIO DE ALIMENTOS LTDA;412330;12/10/2018;68,8;12/10/2018;31,97;Liberado
13.477.066/0006-23;ETNA COMERCIO DE MOVEIS E ARTIGOS PARA DECORACAO ;67435;12/10/2018;31,98;12/10/2018;3,56;Liberado
13.477.066/0005-42;ETNA COMERCIO DE MOVEIS E ARTIGOS PARA DECORACAO ;2982;12/10/2018;7,92;12/10/2018;0;Liberado
13.477.066/0005-42;ETNA COMERCIO DE MOVEIS E ARTIGOS PARA DECORACAO ;2981;12/10/2018;9,97;12/10/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;702;12/10/2018;40;12/10/2018;0,06;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;701;12/10/2018;60;12/10/2018;0,09;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;56188;12/10/2018;522,41;12/10/2018;34,82;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;56183;12/10/2018;332,57;12/10/2018;22,17;Liberado
03.476.811/0344-80;DIA BRASIL SOCIEDADE LIMITADA;35745;12/10/2018;272,69;12/10/2018;4,2;Liberado
02.244.229/0001-05;IRISH BAR COMPANY LTDA;74375;12/10/2018;159;12/10/2018;1;Liberado
47.508.411/1476-88;CIA.BRASILEIRA DE DISTRIBUICAO;388165;12/10/2018;27,82;13/10/2018;0;Liberado
68.251.180/0001-18;CAF? SERRA AZUL DE ITUPEVA LTDA;393275;12/10/2018;31,43;20/11/2018;0,05;Liberado
00.063.960/0004-43;WAL MART BRASIL LTDA;259769;12/10/2018;218,66;19/10/2018;0;Liberado
47.898.002/0001-03;BARCELONA DOCES E PAES LTDA.;554668;12/10/2018;110,97;02/11/2018;1,05;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134304;12/10/2018;3,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134305;12/10/2018;8,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134306;12/10/2018;7,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134307;12/10/2018;1,85;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134308;12/10/2018;6,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134309;12/10/2018;11,2;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134310;12/10/2018;3,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134311;12/10/2018;4,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134312;12/10/2018;4,75;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134313;12/10/2018;13,45;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134315;12/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134316;12/10/2018;2,48;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134319;12/10/2018;15,8;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134320;12/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134322;12/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134323;12/10/2018;4,4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134324;12/10/2018;15,9;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134341;12/10/2018;6,2;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134342;12/10/2018;2,98;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134343;12/10/2018;2,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134344;12/10/2018;10,4;17/12/2018;0,01;Liberado
03.840.986/0019-25;SAINT GOBAIN DISTRIBUICAO BRASIL LTDA;163600;11/10/2018;45,79;11/10/2018;27,66;Liberado
06.052.684/0001-51;FABIO FERNANDES CARDOSO;15309;11/10/2018;42;11/10/2018;90,26;Liberado
06.052.684/0001-51;FABIO FERNANDES CARDOSO;15308;11/10/2018;40;11/10/2018;85,96;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;700;11/10/2018;500;11/10/2018;0,82;Liberado
58.731.662/0057-76;RI HAPPY BRINQUEDOS S A;91768;11/10/2018;99,9;11/10/2018;0,74;Liberado
10.583.267/0001-02;ARMAZEM BRASIL COMERCIO DE ALIMENTOS LTDA;44968;11/10/2018;63,38;11/10/2018;4,75;Liberado
02.952.485/0009-04;ZARA BRASIL LTDA;42067;11/10/2018;143;11/10/2018;203,5;Liberado
06.347.409/0010-56;SBF COMERCIO DE PRODUTOS ESPORTIVOS LTDA;5335;11/10/2018;1039,95;11/10/2018;0;Liberado
45.543.915/0230-41;CARREFOUR COM E IND LTDA;36388;11/10/2018;154,53;11/10/2018;0;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;699;11/10/2018;170;11/10/2018;0,27;Liberado
47.508.411/1698-19;COMPANHIA BRASILEIRA DE DISTRIBUICAO;81920;11/10/2018;458,59;11/10/2018;0;Liberado
12.228.786/0002-69;ROSSO COMERCIO DE VEICULOS LTDA.;5181;11/10/2018;50;11/10/2018;0;Liberado
43.283.811/0013-93;KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA;527768;11/10/2018;19,2;11/10/2018;0;Liberado
63.089.239/0001-08;LANCHONETE ZIP ZIP LTDA;20949;11/10/2018;22,06;11/10/2018;17,85;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;696;11/10/2018;140;11/10/2018;0,23;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;694;11/10/2018;140;11/10/2018;0,23;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;138058;11/10/2018;313,1;11/10/2018;20,87;Liberado
26.262.936/0001-84;MADINA PET SHOP EIRELI ME;77168;11/10/2018;69,9;11/10/2018;0;Liberado
47.508.411/0288-32;COMPANHIA BRASILEIRA DE DISTRIBUICAO;185050;11/10/2018;122,12;11/10/2018;0;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32415;11/10/2018;313,1;11/10/2018;0;Liberado
56.991.441/0008-23;AVON COSMETICOS LTDA;121458925;11/10/2018;2165,47;12/10/2018;0;Liberado
61.585.865/0319-79;RAIA DROGASIL S.A.;296348;11/10/2018;64,9;09/11/2018;3,87;Liberado
14.313.603/0001-58;PREDEBON GRILL    ;87648;11/10/2018;45,83;07/11/2018;0;Liberado
13.533.862/0001-21;CHIBRAS SUPERMERCADO LTDA - EPP;121625;11/10/2018;134,33;21/11/2018;6,73;Liberado
05.002.327/0001-16;CENTRO DE DISTRIBUICAO BUTANTA LTDA;193209;10/10/2018;24,49;10/10/2018;0,77;Liberado
01.937.635/0029-83;SONDA SUPERMERCADOS EXP.E IMP.S.A;188378;10/10/2018;536,69;10/10/2018;0;Liberado
61.412.110/0286-70;DROGARIA SAO PAULO S A;29629;10/10/2018;155,93;10/10/2018;0;Liberado
07.611.230/0001-36;M C AFONSO COMERCIO DE PAES E DOCES LTDA;327562;10/10/2018;30,2;11/10/2018;5,85;Liberado
01.937.635/0029-83;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;25651;10/10/2018;536,69;10/10/2018;34,63;Liberado
04.972.092/0016-09;GRUPO FARTURA DE HORTIFRUT S A;3477;10/10/2018;135,31;10/10/2018;101,16;Liberado
49.930.415/0001-53;H ROMANO e CIA LTDA ME;687;10/10/2018;50;10/10/2018;0,08;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA;54964;10/10/2018;284,52;10/10/2018;18,96;Liberado
15.210.034/0001-88;DROGARIA FARMA LUISA LTDA ME;31085;10/10/2018;11,66;10/10/2018;0,06;Liberado
01.937.635/0029-83;SONDA SUPERMERCADOS EXP.E IMP.S.A;188207;10/10/2018;100,23;10/10/2018;0;Liberado
01.937.635/0029-83;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S A;25482;10/10/2018;100,23;10/10/2018;6,46;Liberado
67.616.128/0001-55;MERCADINHO AYUMI LTDA - 1;32395;10/10/2018;284,52;10/10/2018;0;Liberado
06.055.233/0001-78;DROGARIA FARTO;198051;10/10/2018;67,06;16/10/2018;1,07;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134013;10/10/2018;3,1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134014;10/10/2018;3;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134015;10/10/2018;23,64;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134016;10/10/2018;5,85;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134017;10/10/2018;7,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134018;10/10/2018;12,05;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134019;10/10/2018;1;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134020;10/10/2018;5,8;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134021;10/10/2018;14,1;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134022;10/10/2018;22,8;17/12/2018;0,03;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134023;10/10/2018;3,79;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134024;10/10/2018;1,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134025;10/10/2018;2,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134026;10/10/2018;5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134027;10/10/2018;12,69;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134028;10/10/2018;2,7;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134029;10/10/2018;6,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134030;10/10/2018;8,6;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134031;10/10/2018;1,25;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134053;10/10/2018;16,3;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134054;10/10/2018;11,4;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134056;10/10/2018;47,8;17/12/2018;0,07;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134058;10/10/2018;6,8;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134059;10/10/2018;9,48;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134060;10/10/2018;12,3;17/12/2018;0,01;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134061;10/10/2018;4,95;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134062;10/10/2018;4;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134063;10/10/2018;12,9;17/12/2018;0,02;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134066;10/10/2018;2,5;17/12/2018;0;Liberado
22.566.328/0001-02;MINI-MERCADO COELHO LTDA - EPP;134067;10/10/2018;5;17/12/2018;0;Liberado
